dataset_name,is_vision,is_grounding,base_weight,upweight_weight,weight_changed,packed_rows,base_samples_seen,upweight_samples_seen,base_epochs,upweight_epochs,gcs_path
openbee_honey_general_scanqa_v1_en,True,False,9.157583341933241e-05,9.157583341933241e-05,False,314,187.5,187.5,0.5973,0.5973,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_scanqa_v1_en/train_seq_len_8193/
the_cauldron_vistext,True,False,8.932935042365525e-05,8.932935042365525e-05,False,2012,182.9,182.9,0.0909,0.0909,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_vistext/train_seq_len_8193
mammoth_aokvqa,True,False,8.848148693775095e-05,8.848148693775095e-05,False,2728,181.2,181.2,0.0664,0.0664,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_aokvqa/train_seq_len_8193
synth_mmlu_pro_few_shot_cot_c3_preamble,False,False,8.657834126598812e-05,8.657834126598812e-05,False,,177.3,177.3,,,gs://cohere-command/data/generated_jsonl_data/synth_mmlu_pro_few_shot_cot_c3_preamble/2025_10_06/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_HardnessScore_FineGrainedLangIDFilter_844e3897f441_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
cambrian_10m_scienceqa,True,False,8.625372199068867e-05,8.625372199068867e-05,False,605,176.6,176.6,0.292,0.292,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_scienceqa/train_seq_len_8193
coco_text_train,True,False,8.458552575002184e-05,0.000507513154500131,True,1333,173.2,1039.4,0.13,0.7797,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/coco_text_train/train_seq_len_8193
mammoth_mathinstruct_262k_text_only,True,False,8.428386333770785e-05,8.428386333770785e-05,False,2583,172.6,172.6,0.0668,0.0668,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_mathinstruct_262k_text_only/train_seq_len_8193
the_cauldron_chartqa,True,False,8.236241596565023e-05,8.236241596565023e-05,False,3391,168.7,168.7,0.0497,0.0497,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_chartqa/train_seq_len_8193
llava_critic_113k_pairwise_v1,True,False,8.169952404489686e-05,8.169952404489686e-05,False,7111,167.3,167.3,0.0235,0.0235,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/llava_critic_113k_pairwise_v1/train_seq_len_8193
mammoth_synthetic_math_text_only,True,False,8.163273264294376e-05,8.163273264294376e-05,False,2351,167.2,167.2,0.0711,0.0711,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_synthetic_math_text_only/train_seq_len_8193
openbee_honey_general_objects365_v1_en,True,True,8.115027699928535e-05,0.0003246011079971414,True,296,166.2,664.8,0.5615,2.2459,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_objects365_v1_en/train_seq_len_8193/
openbee_honey_general_tqa_v1_en,True,False,8.086850520414893e-05,8.086850520414893e-05,False,291,165.6,165.6,0.5691,0.5691,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_tqa_v1_en/train_seq_len_8193/
openbee_honey_general_newyorker_caption_v1_en,True,False,7.748724366251203e-05,7.748724366251203e-05,False,285,158.7,158.7,0.5568,0.5568,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_newyorker_caption_v1_en/train_seq_len_8193/
the_cauldron_st_vqa,True,False,7.741843626325218e-05,7.741843626325218e-05,False,1215,158.6,158.6,0.1305,0.1305,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_st_vqa/train_seq_len_8193
the_cauldron_scienceqa,True,False,7.738072325792055e-05,7.738072325792055e-05,False,524,158.5,158.5,0.3024,0.3024,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_scienceqa/train_seq_len_8193
mammoth_geo170k_align,True,False,7.605431180604436e-05,7.605431180604436e-05,False,2478,155.8,155.8,0.0629,0.0629,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_geo170k_align/train_seq_len_8193
openbee_honey_general_vsr_v1_en,True,False,7.579661289169359e-05,7.579661289169359e-05,False,273,155.2,155.2,0.5686,0.5686,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_vsr_v1_en/train_seq_len_8193/
the_cauldron_ai2d,True,False,7.270682879180796e-05,7.270682879180796e-05,False,305,148.9,148.9,0.4882,0.4882,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_ai2d/train_seq_len_8193
mammoth_orca_math_text_only,True,False,7.124913742178448e-05,7.124913742178448e-05,False,2052,145.9,145.9,0.0711,0.0711,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_orca_math_text_only/train_seq_len_8193
the_cauldron_websight,True,False,6.897141882522633e-05,6.897141882522633e-05,False,5006,141.3,141.3,0.0282,0.0282,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_websight/train_seq_len_8193
mammoth_idk_11k,True,False,6.810091972175213e-05,6.810091972175213e-05,False,2118,139.5,139.5,0.0659,0.0659,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_idk_11k/train_seq_len_8193
okvqa,True,False,6.787339361535387e-05,6.787339361535387e-05,False,5411,139.0,139.0,0.0257,0.0257,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/okvqa/train_seq_len_8193
openbee_honey_stem_vqa_rad_v1_en,True,False,6.593460006191934e-05,6.593460006191934e-05,False,239,135.0,135.0,0.565,0.565,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_vqa_rad_v1_en/train_seq_len_8193/
spider,False,False,6.326640129386229e-05,6.326640129386229e-05,False,,129.6,129.6,,,gs://cohere-command/data/generated_jsonl_data/spider/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_internvl2_llama3_vizwiz,True,False,6.318528155854376e-05,6.318528155854376e-05,False,1892,129.4,129.4,0.0684,0.0684,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_internvl2_llama3_vizwiz/train_seq_len_8193
openbee_honey_document_infovqa_v1_en,True,False,6.142625133973682e-05,6.142625133973682e-05,False,217,125.8,125.8,0.5797,0.5797,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_infovqa_v1_en/train_seq_len_8193/
mammoth_super_clevr,True,True,6.136262920589346e-05,0.0,True,1851,125.7,0.0,0.0679,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_super_clevr/train_seq_len_8193
musr_murder_mystery_cot,False,False,6.092549940939905e-05,6.092549940939905e-05,False,,124.8,124.8,,,gs://cohere-command/data/generated_jsonl_data/musr_murder_mystery_cot/2025_10_02/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_FineGrainedLangIDFilter_3c26ebb3b1fa_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_visual7w,True,True,6.0092295747985665e-05,6.0092295747985665e-05,False,1889,123.1,123.1,0.0652,0.0652,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_visual7w/train_seq_len_8193
openbee_honey_grounding_and_counting_clevr_math_v1_en,True,True,6.001739236405478e-05,3.000869618202739e-05,True,224,122.9,61.5,0.5487,0.2744,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_clevr_math_v1_en/train_seq_len_8193/
mammoth_svit_mix_665k_text_only,True,False,5.95952087427174e-05,5.95952087427174e-05,False,1782,122.1,122.1,0.0685,0.0685,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_svit_mix_665k_text_only/train_seq_len_8193
openbee_honey_chart_multihiertt_v1_en,True,False,5.917207697864555e-05,5.917207697864555e-05,False,208,121.2,121.2,0.5826,0.5826,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_multihiertt_v1_en/train_seq_len_8193/
openbee_honey_general_viquae_v1_en,True,False,5.8890305183509154e-05,5.8890305183509154e-05,False,215,120.6,120.6,0.561,0.561,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_viquae_v1_en/train_seq_len_8193/
cambrian_10m_llavar,True,False,5.7292070129655636e-05,5.7292070129655636e-05,False,1664,117.3,117.3,0.0705,0.0705,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_llavar/train_seq_len_8193
pseudo_harmful_test_sft,False,False,5.6056209982916864e-05,5.6056209982916864e-05,False,,114.8,114.8,,,gs://cohere-command/data/generated_jsonl_data/pseudo_harmful_test_sft/2025_11_07/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_chart_other_v1_en,True,False,5.3536641075917405e-05,5.3536641075917405e-05,False,185,109.6,109.6,0.5927,0.5927,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_other_v1_en/train_seq_len_8193/
the_cauldron_tat_qa,True,False,5.325371646527172e-05,5.325371646527172e-05,False,416,109.1,109.1,0.2622,0.2622,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_tat_qa/train_seq_len_8193
mammoth_mapqa,True,False,5.2304599332116195e-05,5.2304599332116195e-05,False,1630,107.1,107.1,0.0657,0.0657,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_mapqa/train_seq_len_8193
mammoth_vistext,True,False,5.219413555316769e-05,5.219413555316769e-05,False,1610,106.9,106.9,0.0664,0.0664,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_vistext/train_seq_len_8193
mammoth_rendered_text,True,False,5.042671508999165e-05,5.042671508999165e-05,False,1515,103.3,103.3,0.0682,0.0682,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_rendered_text/train_seq_len_8193
openbee_honey_caption_other_v1_en,True,False,5.015537953428052e-05,5.015537953428052e-05,False,177,102.7,102.7,0.5803,0.5803,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_caption_other_v1_en/train_seq_len_8193/
openbee_honey_general_other_v1_en,True,False,4.902829235373489e-05,4.902829235373489e-05,False,174,100.4,100.4,0.5771,0.5771,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_other_v1_en/train_seq_len_8193/
mammoth_infographic_gpt4v,True,False,4.8217439511021574e-05,4.8217439511021574e-05,False,1451,98.7,98.7,0.0681,0.0681,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_infographic_gpt4v/train_seq_len_8193
internal_synthetic_self_instruct_v2_llama_31_400b_go,False,False,4.774278901087411e-05,4.774278901087411e-05,False,,97.8,97.8,,,gs://cohere-command/data/generated_jsonl_data/internal_synthetic_self_instruct_v2_llama_31_400b_go/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
code_repair_cobol_invisible,False,False,4.6555157443439434e-05,4.6555157443439434e-05,False,,95.3,95.3,,,gs://cohere-command/data/generated_jsonl_data/code_repair_cobol_invisible/2025_10_13/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
the_cauldron_iconqa,True,True,4.633358749511249e-05,4.633358749511249e-05,False,1612,94.9,94.9,0.0589,0.0589,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_iconqa/train_seq_len_8193
synth_mmlu_pro_few_shot_c3_preamble,False,False,4.6317631129952496e-05,4.6317631129952496e-05,False,,94.9,94.9,,,gs://cohere-command/data/generated_jsonl_data/synth_mmlu_pro_few_shot_c3_preamble/2025_10_06/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_HardnessScore_3c002634d31d_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
synths_gpqa_cot,False,False,4.548628903274822e-05,4.548628903274822e-05,False,,93.2,93.2,,,gs://cohere-command/data/generated_jsonl_data/synths_gpqa_cot/2025_10_13/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_FineGrainedLangIDFilter_3c26ebb3b1fa_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
viquae_train,True,False,4.540584120672436e-05,4.540584120672436e-05,False,122,93.0,93.0,0.7622,0.7622,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/viquae_train/train_seq_len_8193
mammoth_synthetic_amc_text_only,True,False,4.540061314783475e-05,4.540061314783475e-05,False,1273,93.0,93.0,0.073,0.073,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_synthetic_amc_text_only/train_seq_len_8193
cambrian_10m_idk,True,False,4.5353008082698286e-05,4.5353008082698286e-05,False,1294,92.9,92.9,0.0718,0.0718,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_idk/train_seq_len_8193
the_cauldron_hitab,True,False,4.526714363839734e-05,4.526714363839734e-05,False,423,92.7,92.7,0.2192,0.2192,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_hitab/train_seq_len_8193
koniq_pairs_qa,True,False,4.5019904721500554e-05,4.5019904721500554e-05,False,5042,92.2,92.2,0.0183,0.0183,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/koniq_pairs_qa/train_seq_len_8193
mammoth_llavar_gpt4_20k,True,False,4.5013989921515003e-05,4.5013989921515003e-05,False,1432,92.2,92.2,0.0644,0.0644,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_llavar_gpt4_20k/train_seq_len_8193
slide_vqa_train,True,False,4.488354650280766e-05,4.488354650280766e-05,False,691,91.9,91.9,0.133,0.133,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/slide_vqa_train/train_seq_len_8193
openbee_honey_stem_cmm_math_v1_en,True,False,4.282931286073392e-05,4.282931286073392e-05,False,139,87.7,87.7,0.631,0.631,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_cmm_math_v1_en/train_seq_len_8193/
mammoth_sroie,True,False,4.2749482453070685e-05,4.2749482453070685e-05,False,1425,87.6,87.6,0.0614,0.0614,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sroie/train_seq_len_8193
google_landmark_qa,True,False,4.264579094575392e-05,4.264579094575392e-05,False,1199,87.3,87.3,0.0728,0.0728,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/google_landmark_qa/train_seq_len_8193
mammoth_robut_sqa,True,False,4.153438088463715e-05,4.153438088463715e-05,False,1262,85.1,85.1,0.0674,0.0674,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_robut_sqa/train_seq_len_8193
mammoth_infographic_vqa,True,False,4.026404742672936e-05,4.026404742672936e-05,False,1214,82.5,82.5,0.0679,0.0679,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_infographic_vqa/train_seq_len_8193
cambrian_10m_vizwiz,True,False,3.985264343144828e-05,3.985264343144828e-05,False,7038,81.6,81.6,0.0116,0.0116,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_vizwiz/train_seq_len_8193
mammoth_ai2d_internvl,True,False,3.9269873416192825e-05,3.9269873416192825e-05,False,1223,80.4,80.4,0.0658,0.0658,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_ai2d_internvl/train_seq_len_8193
mammoth_aops_forum_text_only,True,False,3.81652356267078e-05,3.81652356267078e-05,False,1061,78.2,78.2,0.0737,0.0737,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_aops_forum_text_only/train_seq_len_8193
musr_object_placements_cot,False,False,3.693534174721853e-05,3.693534174721853e-05,False,,75.6,75.6,,,gs://cohere-command/data/generated_jsonl_data/musr_object_placements_cot/2025_10_02/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
leetcode_rosetta_translation,False,False,3.652400755546376e-05,3.652400755546376e-05,False,,74.8,74.8,,,gs://cohere-command/data/generated_jsonl_data/leetcode_rosetta_translation/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
the_cauldron_infographic_vqa,True,False,3.620558159513931e-05,3.620558159513931e-05,False,551,74.1,74.1,0.1346,0.1346,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_infographic_vqa/train_seq_len_8193
mammoth_geometry3k,True,False,3.496178603720121e-05,3.496178603720121e-05,False,1101,71.6,71.6,0.065,0.065,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_geometry3k/train_seq_len_8193
mammoth_iam,True,False,3.46303947003557e-05,3.46303947003557e-05,False,1040,70.9,70.9,0.0682,0.0682,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_iam/train_seq_len_8193
mammoth_st_vqa,True,False,3.435423525298444e-05,3.435423525298444e-05,False,1093,70.4,70.4,0.0644,0.0644,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_st_vqa/train_seq_len_8193
annotated_code_generation_java_datacurve,False,False,3.40850259853753e-05,3.40850259853753e-05,False,,69.8,69.8,,,gs://cohere-command/data/generated_jsonl_data/annotated_code_generation_java_datacurve/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
annotated_code_generation_typescript_datacurve,False,False,3.384749967188836e-05,3.384749967188836e-05,False,,69.3,69.3,,,gs://cohere-command/data/generated_jsonl_data/annotated_code_generation_typescript_datacurve/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
annotated_code_generation_cobol_invisible,False,False,3.337244704491449e-05,3.337244704491449e-05,False,,68.3,68.3,,,gs://cohere-command/data/generated_jsonl_data/annotated_code_generation_cobol_invisible/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
over_refusal_definition_based_sft,False,False,3.3134920731427554e-05,3.3134920731427554e-05,False,,67.9,67.9,,,gs://cohere-command/data/generated_jsonl_data/over_refusal_definition_based_sft/2025_09_15/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
cambrian_10m_wikiart,True,False,3.303890942207834e-05,3.303890942207834e-05,False,236,67.7,67.7,0.2867,0.2867,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_wikiart/train_seq_len_8193
mammoth_tabmwp,True,False,3.275251045823115e-05,3.275251045823115e-05,False,1077,67.1,67.1,0.0623,0.0623,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_tabmwp/train_seq_len_8193
panda_plus_sft_chatbot_arena_Invisible_rejection_sampled,False,False,3.18285260072494e-05,3.18285260072494e-05,False,,65.2,65.2,,,gs://cohere-command/data/generated_jsonl_data/panda_plus_sft_chatbot_arena_Invisible_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
the_cauldron_hateful_memes,True,False,3.024089959059707e-05,3.024089959059707e-05,False,1069,61.9,61.9,0.0579,0.0579,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_hateful_memes/train_seq_len_8193
stem_plus_sft_Invisible_rejection_sampled,False,False,2.9809552342610453e-05,2.9809552342610453e-05,False,,61.0,61.0,,,gs://cohere-command/data/generated_jsonl_data/stem_plus_sft_Invisible_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
the_cauldron_tqa,True,False,2.832923379306575e-05,2.832923379306575e-05,False,256,58.0,58.0,0.2266,0.2266,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_tqa/train_seq_len_8193
pandagon_sft_stem_rejection_sampled,False,False,2.8028104991458432e-05,2.8028104991458432e-05,False,,57.4,57.4,,,gs://cohere-command/data/generated_jsonl_data/pandagon_sft_stem_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_2051cce1810f_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_document_other_v1_en,True,False,2.6486548742822297e-05,2.6486548742822297e-05,False,94,54.2,54.2,0.5771,0.5771,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_other_v1_en/train_seq_len_8193/
