dataset_name,is_vision,is_grounding,base_weight,upweight_weight,weight_changed,packed_rows,base_samples_seen,upweight_samples_seen,base_epochs,upweight_epochs,gcs_path
colpali_docvqa,True,False,0.0006717418130097729,0.0006717418130097729,False,18926,1375.7,1375.7,0.0727,0.0727,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/colpali_docvqa/train_seq_len_8193
mammoth_svit_core_150k,True,False,0.0006335650041591393,0.0006335650041591393,False,20117,1297.5,1297.5,0.0645,0.0645,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_svit_core_150k/train_seq_len_8193
k12_printing_JPEG100,True,False,0.0006326263027714486,0.0006326263027714486,False,16606,1295.6,1295.6,0.078,0.078,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/k12_printing_JPEG100/train_seq_len_8193
openbee_honey_grounding_and_counting_iconqa_v1_en,True,True,0.0006159531441681865,0.001639892578125,True,2239,1261.5,3358.5,0.5634,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_iconqa_v1_en/train_seq_len_8193/
hiertext_cropped_train,True,False,0.0006141276318645158,0.0006141276318645158,False,13725,1257.7,1257.7,0.0916,0.0916,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/hiertext_cropped_train/train_seq_len_8193
openbee_honey_stem_geomverse_v1_en,True,False,0.0006032734133870483,0.0006032734133870483,False,2150,1235.5,1235.5,0.5747,0.5747,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_geomverse_v1_en/train_seq_len_8193/
vendor-lts-kor-caption,True,False,0.0005955918402483978,0.0005955918402483978,False,4075,1219.8,1219.8,0.2993,0.2993,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-lts-kor-caption/train_seq_len_8193
openbee_honey_general_est_vqa_v1_en,True,False,0.0005928478569670012,0.0005928478569670012,False,2127,1214.2,1214.2,0.5708,0.5708,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_est_vqa_v1_en/train_seq_len_8193/
mtvqa_train,True,False,0.0005921446135519822,0.0005921446135519822,False,2973,1212.7,1212.7,0.4079,0.4079,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mtvqa_train/train_seq_len_8193
docreason_v1,True,False,0.0005842261460563371,0.0005842261460563371,False,7839,1196.5,1196.5,0.1526,0.1526,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/docreason_v1/train_seq_len_8193
openbee_honey_general_kvqa_v1_en,True,False,0.0005742509184879983,0.0005742509184879983,False,2081,1176.1,1176.1,0.5651,0.5651,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_kvqa_v1_en/train_seq_len_8193/
full_synths_ifeval_sft,False,False,0.0005684004681742375,0.0005684004681742375,False,,1164.1,1164.1,,,gs://cohere-command/data/generated_jsonl_data/full_synths_ifeval_sft/2025_09_19/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_CompletionQualityScore_FineGrainedLangIDFilter_89b7d4f9842d_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
vendor-firstsource-jap-caption,True,False,0.0005627316007864172,0.0005627316007864172,False,3855,1152.5,1152.5,0.299,0.299,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-firstsource-jap-caption/train_seq_len_8193
mammoth_arxiv_qa_chart_gpt4o,True,False,0.0005603827506057559,0.0005603827506057559,False,16971,1147.7,1147.7,0.0676,0.0676,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_arxiv_qa_chart_gpt4o/train_seq_len_8193
cambrian_10m_pathvqa,True,False,0.0005557962699011054,0.0005557962699011054,False,4926,1138.3,1138.3,0.2311,0.2311,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_pathvqa/train_seq_len_8193
openbee_honey_ocr_icdar2017_v1_en,True,False,0.0005531180338527677,0.0005531180338527677,False,1975,1132.8,1132.8,0.5736,0.5736,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_icdar2017_v1_en/train_seq_len_8193/
panda_plus_sft_without_categories_Invisible_non_adversarial_rejection_sampled,False,False,0.0005512985736031782,0.0005512985736031782,False,,1129.1,1129.1,,,gs://cohere-command/data/generated_jsonl_data/panda_plus_sft_without_categories_Invisible_non_adversarial_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_document_ureaderocr_v1_en,True,False,0.0005480461415403124,0.0005480461415403124,False,1938,1122.4,1122.4,0.5792,0.5792,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_ureaderocr_v1_en/train_seq_len_8193/
openbee_honey_document_eaten_v1_en,True,False,0.000494509500464395,0.000494509500464395,False,1873,1012.8,1012.8,0.5407,0.5407,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_eaten_v1_en/train_seq_len_8193/
the_cauldron_mimic_cgd,True,False,0.00048746930244073427,0.00048746930244073427,False,5963,998.3,998.3,0.1674,0.1674,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_mimic_cgd/train_seq_len_8193
mammoth_sharegpt4v_coco,True,False,0.0004869243376050016,0.0004869243376050016,False,14978,997.2,997.2,0.0666,0.0666,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4v_coco/train_seq_len_8193
vendor-uber-jap-caption,True,False,0.00048146118711705463,0.00048146118711705463,False,3302,986.0,986.0,0.2986,0.2986,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-jap-caption/train_seq_len_8193
llava_150k_v2,True,False,0.0004717843003159354,0.0004717843003159354,False,10784,966.2,966.2,0.0896,0.0896,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/llava_150k_v2/train_seq_len_8193
openbee_honey_general_koniq_10k_v1_en,True,False,0.0004663323209507543,0.0004663323209507543,False,1648,955.0,955.0,0.5795,0.5795,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_koniq_10k_v1_en/train_seq_len_8193/
openbee_honey_stem_pmc_vqa_v1_en,True,False,0.0004660505491556179,0.0004660505491556179,False,1697,954.5,954.5,0.5624,0.5624,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_pmc_vqa_v1_en/train_seq_len_8193/
vendor-uber-jap-2-transcription,True,False,0.00046576455487405493,0.00046576455487405493,False,3211,953.9,953.9,0.2971,0.2971,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-jap-2-transcription/train_seq_len_8193
mammoth_orca_994k_text_only,True,False,0.0004635060164679188,0.0004635060164679188,False,14567,949.3,949.3,0.0652,0.0652,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_orca_994k_text_only/train_seq_len_8193
openbee_honey_ocr_hme_v1_en,True,False,0.00046069688504802615,0.00046069688504802615,False,1779,943.5,943.5,0.5304,0.5304,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_hme_v1_en/train_seq_len_8193/
openbee_honey_ocr_rendered_text_v1_en,True,False,0.0004578791670966621,0.0004578791670966621,False,1630,937.7,937.7,0.5753,0.5753,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_rendered_text_v1_en/train_seq_len_8193/
super_clevr_train,True,True,0.00045754471787210204,0.0,True,2867,937.1,0.0,0.3268,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/super_clevr_train/train_seq_len_8193
annotated_chats_code,False,False,0.000451775048252152,0.000451775048252152,False,,925.2,925.2,,,gs://cohere-command/data/generated_jsonl_data/annotated_chats_code/2025_11_13/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
cambrian_10m_oodvqa,True,False,0.0004507602525161815,0.002773681640625,True,3787,923.2,5680.5,0.2438,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_oodvqa/train_seq_len_8193
openbee_honey_stem_geometry3k_v1_en,True,False,0.00044970778503770616,0.00044970778503770616,False,1477,921.0,921.0,0.6236,0.6236,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_geometry3k_v1_en/train_seq_len_8193/
mammoth_sharegpt4v_mix665k_cap23k_coco_ap9k_lcs3k_sam9k_div2k_delvg,True,False,0.0004423522027992804,0.0004423522027992804,False,14426,905.9,905.9,0.0628,0.0628,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4v_mix665k_cap23k_coco_ap9k_lcs3k_sam9k_div2k_delvg/train_seq_len_8193
mammoth_dvqa_train_200k,True,False,0.0004300907233359965,0.0004300907233359965,False,13994,880.8,880.8,0.0629,0.0629,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_dvqa_train_200k/train_seq_len_8193
the_cauldron_multihiertt,True,False,0.0004285180885572516,0.0004285180885572516,False,3459,877.6,877.6,0.2537,0.2537,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_multihiertt/train_seq_len_8193
mammoth_sharegpt4v_instruct_gpt4_vision_cap100k,True,False,0.00042622449107279913,0.00042622449107279913,False,12933,872.9,872.9,0.0675,0.0675,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4v_instruct_gpt4_vision_cap100k/train_seq_len_8193
openbee_honey_stem_ai2d_internvl_v1_en,True,False,0.0004189946593678378,0.0004189946593678378,False,1502,858.1,858.1,0.5713,0.5713,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_ai2d_internvl_v1_en/train_seq_len_8193/
cambrian_10m_ocr_vqa,True,False,0.0004161833693353642,0.0004161833693353642,False,4363,852.3,852.3,0.1954,0.1954,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_ocr_vqa/train_seq_len_8193
mammoth_lvis_instruct4v_220k,True,True,0.00040993108367789473,0.00040993108367789473,False,12829,839.5,839.5,0.0654,0.0654,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_lvis_instruct4v_220k/train_seq_len_8193
openbee_honey_stem_vizwiz_v1_en,True,False,0.0004040607542256082,0.0004040607542256082,False,1436,827.5,827.5,0.5763,0.5763,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_vizwiz_v1_en/train_seq_len_8193/
openbee_honey_general_mmchat_twitter_post_v1_en,True,False,0.0004001159490936985,0.0004001159490936985,False,1410,819.4,819.4,0.5812,0.5812,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_mmchat_twitter_post_v1_en/train_seq_len_8193/
lmsys_arena_api_c3_preamble_rm_ensemble_rejection_sampled,False,False,0.00039916296981479574,0.00039916296981479574,False,,817.5,817.5,,,gs://cohere-command/data/generated_jsonl_data/lmsys_arena_api_c3_preamble_rm_ensemble_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_RemoveSubString_FineGrainedLangIDFilter_d7deb870bad0_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
vendor-astrolabe-arb-transcription,True,False,0.0003893351586254305,0.0003893351586254305,False,2665,797.4,797.4,0.2992,0.2992,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-astrolabe-arb-transcription/train_seq_len_8193
openbee_honey_stem_scienceqa_v1_en,True,False,0.0003868726747222874,0.0003868726747222874,False,1385,792.3,792.3,0.5721,0.5721,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_scienceqa_v1_en/train_seq_len_8193/
the_cauldron_mapqa,True,False,0.0003862513443126178,0.0003862513443126178,False,7225,791.0,791.0,0.1095,0.1095,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_mapqa/train_seq_len_8193
mammoth_robut_wikisql,True,False,0.0003831436172828828,0.0003831436172828828,False,11746,784.7,784.7,0.0668,0.0668,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_robut_wikisql/train_seq_len_8193
openbee_honey_general_birds_to_words_v1_en,True,False,0.00037419294394114907,0.00037419294394114907,False,1320,766.3,766.3,0.5806,0.5806,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_birds_to_words_v1_en/train_seq_len_8193/
cambrian_10m_textvqa,True,False,0.00037366277773992154,0.00037366277773992154,False,4354,765.3,765.3,0.1758,0.1758,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_textvqa/train_seq_len_8193
openbee_honey_general_cambrian_v1_en,True,False,0.0003733476285557398,0.0003733476285557398,False,1321,764.6,764.6,0.5788,0.5788,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_cambrian_v1_en/train_seq_len_8193/
vendor-oota-arb-caption,True,False,0.0003680640214737019,0.0003680640214737019,False,2529,753.8,753.8,0.2981,0.2981,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-oota-arb-caption/train_seq_len_8193
openbee_honey_general_art500k_v1_en,True,False,0.0003679939644481481,0.0003679939644481481,False,1324,753.7,753.7,0.5692,0.5692,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_art500k_v1_en/train_seq_len_8193/
mammoth_allava_vflan_200k,True,False,0.000363204905182678,0.000363204905182678,False,11345,743.8,743.8,0.0656,0.0656,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_allava_vflan_200k/train_seq_len_8193
the_cauldron_raven,True,False,0.0003583234918041409,0.0003583234918041409,False,6471,733.8,733.8,0.1134,0.1134,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_raven/train_seq_len_8193
openbee_honey_stem_mathv360k_tqa_v1_en,True,False,0.00035249651571564564,0.00035249651571564564,False,1269,721.9,721.9,0.5689,0.5689,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_mathv360k_tqa_v1_en/train_seq_len_8193/
xCodeEval_code_translation,False,False,0.00035142018080392155,0.00035142018080392155,False,,719.7,719.7,,,gs://cohere-command/data/generated_jsonl_data/xCodeEval_code_translation/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_sharegpt4v_sam,True,True,0.0003507224981614972,0.0003507224981614972,False,10508,718.3,718.3,0.0684,0.0684,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4v_sam/train_seq_len_8193
openbee_honey_stem_mapqa_v1_en,True,False,0.0003491152541740088,0.0003491152541740088,False,1241,715.0,715.0,0.5761,0.5761,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_mapqa_v1_en/train_seq_len_8193/
openbee_honey_ocr_iam_v1_en,True,False,0.00034770639519832674,0.00034770639519832674,False,1269,712.1,712.1,0.5612,0.5612,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_iam_v1_en/train_seq_len_8193/
openbee_honey_stem_ai2d_gpt4v_v1_en,True,False,0.00034376159006641705,0.00034376159006641705,False,1211,704.0,704.0,0.5814,0.5814,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_ai2d_gpt4v_v1_en/train_seq_len_8193/
the_cauldron_textvqa,True,False,0.0003409451095273909,0.0003409451095273909,False,3950,698.3,698.3,0.1768,0.1768,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_textvqa/train_seq_len_8193
openbee_honey_chart_simchart9k_v1_en,True,False,0.00033418134903177925,0.00033418134903177925,False,1177,684.4,684.4,0.5815,0.5815,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_simchart9k_v1_en/train_seq_len_8193/
the_cauldron_tallyqa,True,True,0.0003324631931031365,0.0,True,8269,680.9,0.0,0.0823,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_tallyqa/train_seq_len_8193
the_cauldron_dvqa,True,False,0.00033129690218347205,0.00033129690218347205,False,16741,678.5,678.5,0.0405,0.0405,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_dvqa/train_seq_len_8193
openbee_honey_document_visualmrc_v1_en,True,False,0.0003237557926117321,0.0003237557926117321,False,1146,663.1,663.1,0.5786,0.5786,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_visualmrc_v1_en/train_seq_len_8193/
openbee_honey_chart_scitsr_v1_en,True,False,0.0003144573233722307,0.0003144573233722307,False,1074,644.0,644.0,0.5996,0.5996,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_scitsr_v1_en/train_seq_len_8193/
openbee_honey_general_hateful_memes_v1_en,True,False,0.00031333023619168504,0.00031333023619168504,False,1118,641.7,641.7,0.574,0.574,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_hateful_memes_v1_en/train_seq_len_8193/
vendor-uber-jap-transcription,True,False,0.0003095317199320491,0.0003095317199320491,False,2117,633.9,633.9,0.2994,0.2994,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-jap-transcription/train_seq_len_8193
ctw_bbox_v1,True,True,0.00030596942891295464,0.00030596942891295464,False,11363,626.6,626.6,0.0551,0.0551,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/ctw_bbox_v1/train_seq_len_8193
mammoth_allava_instruct_vflan_4v_chinese,True,False,0.00029355749255564694,0.00029355749255564694,False,8990,601.2,601.2,0.0669,0.0669,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_allava_instruct_vflan_4v_chinese/train_seq_len_8193
hw_squad_v1,True,False,0.00027618154692630645,0.00027618154692630645,False,8225,565.6,565.6,0.0688,0.0688,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/hw_squad_v1/train_seq_len_8193
mammoth_gqa_llava_next,True,False,0.00027544143280809234,0.00027544143280809234,False,9068,564.1,564.1,0.0622,0.0622,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_gqa_llava_next/train_seq_len_8193
mammoth_sherlock_317k,True,False,0.00027417109935018463,0.00027417109935018463,False,8190,561.5,561.5,0.0686,0.0686,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sherlock_317k/train_seq_len_8193
vendor-lts-kor-transcription,True,False,0.0002709502780637416,0.0002709502780637416,False,1885,554.9,554.9,0.2944,0.2944,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-lts-kor-transcription/train_seq_len_8193
openbee_honey_caption_st_vqa_v1_en,True,False,0.00026711966178931423,0.00026711966178931423,False,979,547.1,547.1,0.5588,0.5588,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_caption_st_vqa_v1_en/train_seq_len_8193/
openbee_honey_document_docvqa_v1_en,True,False,0.0002634566284525409,0.0002634566284525409,False,934,539.6,539.6,0.5777,0.5777,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_docvqa_v1_en/train_seq_len_8193/
ctw_cropped_train,True,False,0.000258769575854616,0.000258769575854616,False,7605,530.0,530.0,0.0697,0.0697,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/ctw_cropped_train/train_seq_len_8193
cambrian_10m_gqa,True,False,0.0002513428373587444,0.0002513428373587444,False,6312,514.8,514.8,0.0816,0.0816,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_gqa/train_seq_len_8193
mammoth_websight,True,False,0.00025014522742888525,0.00025014522742888525,False,7403,512.3,512.3,0.0692,0.0692,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_websight/train_seq_len_8193
the_cauldron_finqa,True,False,0.0002435128276047057,0.0002435128276047057,False,1228,498.7,498.7,0.4061,0.4061,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_finqa/train_seq_len_8193
the_cauldron_docvqa,True,False,0.00024321399229620318,0.00024321399229620318,False,4847,498.1,498.1,0.1028,0.1028,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_docvqa/train_seq_len_8193
the_cauldron_textcaps,True,False,0.00024206620047400722,0.00024206620047400722,False,3663,495.8,495.8,0.1353,0.1353,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_textcaps/train_seq_len_8193
